Item_Name,class,Brand,Weight,Number of units,Size of units,Price,T.Price,Pack,Unit
شيبسى بالطماطم 128-132جم,Chips & Crackers,شيبسى,128-132جم,1,,,,كيس,جم
بن نجار قهوه برازيليان وسط محوج 250 جرام علب,"Tea, Coffee & Hot Drinks",نجار,250جم,1,,,,عبوة,جم
بانيه فريش بالوزن 96.00 1.492 143.23,Poultry,,1.492,1,,96,143.23,عبوة,
كرواسون ساده كبير,Bakery,,,1,,,,كيس,
Nescafe Arabiana Cardamom 20 x 3g,"Tea, Coffee & Hot Drinks",Nescafe,,20,,,,علبة,
امريكانا توست 35 ج,Bakery,امريكانا,35ج,1,,,,,
كوكى هوت دوج 30 ق + كفته حاتى 400 جم خصم 25%,Beef & Processed Meat,كوكى,400جم,30,,,,عبوة,جم
علبه بسكويت البيلا 12 قطعه,Biscuits & Cakes,البيلا,,12,,,,عبوة,
ابو عوف بهارات كبسة وزن 74.95 0.142 10.64,Cooking Ingredients,ابو عوف,0.142,1,,10.64,74.95,عبوة,
كرانشى 5ج,Chips & Crackers,كرانشى,,1,,5,5,كيس,
MR.KRISPS SNACKS RINGS 65G,Chips & Crackers,MR.KRISPS,65G,1,,,,كيس,G
ميكسى مقرمشات عائلي بطعم جبنة 200 جم,Chips & Crackers,ميكسى,200جم,1,,,,أكياس,جم
Egyptian Pasta 1kg Approx. Weight,"Rice, Pasta & Pulses",,1kg,1,,,,كيس,kg
ليندت اكسيلانس شوكولاتة بالحليب 35 جم,"Chocolates, Sweets & Desserts",ليندت,35جم,1,,,,عبوة,جم
بقسماط مطحون برانش - 250جم,Bakery,برانش,250جم,1,,,,كيس,جم
كاتشب هاينز بارد 10جم ظرف,"Sauces, Dressings & Condiments",هاينز,10جم,1,,,,عبوة,جم
مشروب سوسي توت,Soft Drinks & Juices,سوسي,,1,,,,زجاجة,
Durra Cold Ketchup Drais 900g+230Hot ,"Sauces, Dressings & Condiments",Durra,900g+230g,1,,,,عبوة,gg
هاينز مايونيز,"Sauces, Dressings & Condiments",هاينز,,1,,,,عبوة,
ليبتون شاي توليفة جديدة ,"Tea, Coffee & Hot Drinks",ليبتون,,1,,,,عبوة,
باستا جمبري صوص ابيض فرن وسط,"Sauces, Dressings & Condiments",باستا,,1,,,,عبوة,
اللحيمى برجر بقرى 15ق جامبو,Beef & Processed Meat,اللحيمى,,15,,,,عبوة,
بيبسى كانز,Soft Drinks & Juices,بيبسي,,1,,,,كانز,
كسبرة ابو علي - 70 جم,Cooking Ingredients,ابو علي,70جم,1,,,,عبوة,جم
ميتكو كوكتيل لحم 350جم,Beef & Processed Meat,ميتكو,350جم,1,,,,عبوة,جم
Brownie chocolate chip,Biscuits & Cakes,,,1,,,,باكو,
ويفر بالفانيليا لواكر - 45جم ,Biscuits & Cakes,لواكر,45جم,1,,,,باكو,جم
كينج ام عيش مكسيكى  5ق,Bakery,كينج ام,,5,,,,كيس,
كوكاكولا مشروب غازى بدون سكر 300مل,Soft Drinks & Juices,كوكاكولا,300مل,1,,,,زجاجة,مل
CHICKETITA CHICKEN NUGGETS 1K,Poultry,CHICKETITA,1K,1,,,,عبوة,K
بيبسى كانز 250 مل,Soft Drinks & Juices,بيبسي,250مل,1,,,,كانز,مل
ريحانة كمون مطحون -  20 جم,Cooking Ingredients,ريحانة,20جم,1,,,,عبوة,جم
Gimoka Arabica Ground Coffee can - 250 grams,"Tea, Coffee & Hot Drinks",Gimoka,250gm,1,,,,عبوة,gm
الميزان طحينه ,"Sauces, Dressings & Condiments",الميزان,,1,,,,عبوة,
سمن نباتي قوت - 650 جم,Cooking Ingredients,قوت,650جم,1,,,,عبوة,جم
مياه نستله غيار,Water,نستله,,1,,,,زجاجة,
اطياب بيف برجر جامبو 6ق 600جم,Beef & Processed Meat,اطياب,600جم,6,,,,عبوة,جم
Clorox Disinfecting Bathroom Cleaner Spray Bottle 500ml,Cleaning Supplies,Clorox,500ml,1,,,,عبوة,ml
موز مستورد بالوزن 34.95 0.89,Vegetables & Fruits,,0.89جم,1,,34.95,34.95,عبوة,جم
WHITE CASTLE BUTTER COOKIES 160GM,Biscuits & Cakes,WHITE CASTLE,160جم,1,,,,علبة,جم
بسطرمه مخليه قطعة 0.14 172.00 24.08,Beef & Processed Meat,,0.14,1,,24.08,172,عبوة,
Mango Benson Bonbon - 275 Gm,"Chocolates, Sweets & Desserts",,275جم,1,,,,عبوة,جم
مبيد اف 16 نمل 22,Cleaning Supplies,اف 16,,1,,,,عبوة,
يوركشاير من رويال كانين 1.5 كيلو,"Tea, Coffee & Hot Drinks",رويال,1.5ك,1,,,,عبوة,ك
خبز سوفت هايبروان - 5 قطع,Bakery,هايبروان,,5,,,,كيس,
كلاسيك بسكويت بكولكشن علبه 620 جم صفيح,Biscuits & Cakes,,620جم,1,,,,علبه,جم
سفن اب كانز 330 مل ,Soft Drinks & Juices,سفن اب,330مل,1,,,,كانز,مل
شيكولاتة جالكسي كريسبي - 36جم - عبوة من 12,"Chocolates, Sweets & Desserts",جالكسي,36جم,12,,,,عبوة,جم
ايس كريم ,"Chocolates, Sweets & Desserts",,,1,,,,عبوة,
وادى فود خل 1ل,"Sauces, Dressings & Condiments",وادى فود,1ل,1,,,,عبوة,ل
برسيل جل 2.600 كجم  روز خصم 59.95 1 0.00 59.95,Cleaning Supplies,برسيل,2.600كجم,1,,59.95,59.95,عبوة,كجم
لانشون بالزيتون من فريش فارم/ 1 كيلو جرام,Beef & Processed Meat,فريش فارم/,1كيلو,1,,,,عبوة,كيلو
13.46 برتقال فالن عصير (M),Soft Drinks & Juices,,,1,,13.46,13.46,زجاجة,
داوني مركز احساس رفاهيه 280 مل,Cleaning Supplies,داوني,280مل,1,,,,عبوة,مل
روستو عرق بقرى مستورد وزن,Beef & Processed Meat,,,1,,,,عبوة,
فريش فارم لحم بقرى شيش كباب بلدى 400جم,Beef & Processed Meat,فريش فارم,400جم,1,,,,عبوة,جم
مقرمشات جبن حار بريتزل منشوز 45جم,Chips & Crackers,منشوز,45جم,1,,,,أكياس,جم
هاني ماسترد صوص,"Sauces, Dressings & Condiments",,,1,,,,عبوة,
ريتش بيك خبز توست ,Bakery,ريتش بيك,,1,,,,كيس,
حواء مكرونه 400جم,"Rice, Pasta & Pulses",حواء,400جم,1,,,,كيس,جم
سيلينا حمام سوبر جامبو 2قطعه,Poultry,سيلينا,,2,,,,عبوة,
بليدج موبيليا 300 مل,Cleaning Supplies,بليدج,300مل,1,,,,عبوة,مل
برينجلز بابريكا 40غ‎,Chips & Crackers,برينجلز,40غ,1,,,,كيس,غ
مكرونة لازانيا الملكة 400 جرام‎,"Rice, Pasta & Pulses",الملكة,400جرام,1,,,,كيس,جرام
ماجى مرقه داج 12 مكعب,Cooking Ingredients,ماجى,,12,,,,عبوة,
لمار عصير رمان طبيعى 200مل,Soft Drinks & Juices,لمار,200مل,1,,,,عبوة,مل
مشروب غازى كوكاكولا 1لتر,Soft Drinks & Juices,كوكاكولا,1لتر,1,,,,زجاجة,لتر
كورندبيف بقري بوردن 340جم,Beef & Processed Meat,بوردن,340جم,1,,,,عبوة,جم
بيبسى كانز,Soft Drinks & Juices,بيبسي,,1,,,,كانز,
تيفانى بسكويت بالحليب ,Biscuits & Cakes,تيفانى,,1,,,,باكو,
La Vache Triangles Cheese 16 Pieces,Dairy & Eggs,La Vache,,16,,,,علبة,
Teama Light Feta Cheese - 500gm,Dairy & Eggs,Teama,500gm,1,,,,عبوة,gm
كرواسون شوكلاته,Bakery,,,1,,,,كيس,
دانون زبادى فراوله 3 +1 علبه,Dairy & Eggs,دانون,,4,,,,علبه,
اولكر بسكريم بسكوت,Biscuits & Cakes,اولكر بسكريم,,1,,,,باكو,
twix h choco,"Chocolates, Sweets & Desserts",twix,,1,,,,عبوة,
كانز,Soft Drinks & Juices,,,1,,,,كانز,
Fisherman Prawn Surimi - 200 gram,"Tins, Jars & Packets",Fisherman,200gram,1,,,,عبوة,gram
علبه مخلل,"Tins, Jars & Packets",,,1,,,,علبه,
شويبس جولد خوخ 1لتر,Soft Drinks & Juices,شويبس,1لتر,1,,,,زجاجة,لتر
بلذن لبينز بسكويت شيكولاتة كريمة 228 جم,Biscuits & Cakes,بلذن لبينز,228جم,1,,,,باكو,جم
بيك وان 4 اصابع ويفر شوكولاتة، 31 جم - 12 عبوة,Biscuits & Cakes,بيك وان,31جم,12,,,,عبوة,جم
بطاطس جاكر بالجبنة - 160جم,Chips & Crackers,جاكر,160جم,1,,,,كيس,جم
تمري فريش شيش طاووك 1 كجم,Poultry,تمري,1كجم,1,,,,عبوة,كجم
كانز,Soft Drinks & Juices,,,1,,,,كانز,
فيبا سائل صحون مضاد للبكتيريا 3 كجم,Cleaning Supplies,فيبا,3كجم,1,,,,عبوة,كجم
Almarai Juice Apple 1.0L PET,Soft Drinks & Juices,Almarai,1L,1,,,,عبوة,L
ذرة فيشار العجمي - 1ك,"Rice, Pasta & Pulses",العجمي,1ك,1,,,,كيس,ك
Vegetable Ghee - 650 G,Cooking Ingredients,,650جم,1,,,,علبة,جم
كريستال زيت عباد 1لتر ,Cooking Ingredients,كريستال,1لتر,1,,,,عبوة,لتر
حدائق  كاليفورنيا  فاصوليا  بيضا  400GM,"Tins, Jars & Packets",حدائق  كاليفورنيا,400gm,1,,,,عبوة,gm
Pineapple Mat - 2.16m X 1.24m,Vegetables & Fruits,,,1,,,,كيس,
بسكوت محشو بكريمة الشيكولاتة لابنيز من باسلين، 190 جرام,Biscuits & Cakes,باسلين,190جرام,1,,,,باكو,جرام
Al Doha Egyptian Beans 500G ,"Rice, Pasta & Pulses",Al Doha,500G,1,,,,كيس,G
بيتار لبنه وزن,Dairy & Eggs,بيتار,,1,,,,عبوة,
نسكافيه ريتش 3 في 1 ميكس كوفي 12 × 21 جم,"Tea, Coffee & Hot Drinks",نسكافيه,21جم,12,,,,عبوة,جم
جهينه عصير بريميم برتقال 1لتر ,Soft Drinks & Juices,جهينه,1لتر,1,,,,زجاجة,لتر
 هاينز كاتشب، 200 جرام,"Sauces, Dressings & Condiments",هاينز,200جرام,1,,,,عبوة,جرام
"Giardino Mayonnaise Jar, 280 Gr.","Sauces, Dressings & Condiments",Giardino,280Gr,1,,,,عبوة,Gr
زيت كريستال عباد 800م,Cooking Ingredients,كريستال,800مل,1,,,,علبة,مل
كانز بيبسي ميرندا سفن 335 /330 مل,Soft Drinks & Juices,بيبسي,335/330مل,1,,,,كانز,مل
كانز,Soft Drinks & Juices,,,1,,,,كانز,
ويفر لواكر تورتينا بكريمة شوكولاتة البندق، 21 جم - 24 عبوة,Biscuits & Cakes,لواكر,21جم,24,,,,باكو,جم
نستله براديس أيس كريم شيكولاتة، 850مل,"Chocolates, Sweets & Desserts",نستله براديس,850مل,1,,,,عبوة,مل
ماكسيل ملمع زجاج نسيم البحر 500+200 مل,Cleaning Supplies,ماكسيل,500+200مل,1,,,,عبوة,مل
لوبيا بالوزن ,"Rice, Pasta & Pulses",,,1,,,,كيس,
منظف ومطهر توب فاليو برائحة الصنوبر - 4 لتر,Cleaning Supplies,توب فاليو,4لتر,1,,,,عبوة,لتر
المتحدة وراك مجمد 900جم,Poultry,المتحدة,900جم,1,,,,عبوة,جم
مج زجاج بشاليموه,Furniture,,,1,,,,زجاج,
سبينيس فروت,"Chocolates, Sweets & Desserts",سبينيس,,1,,,,عبوة,
Kalbaz Cheese Puffs - 30gm,Chips & Crackers,Kalbaz,30gm,1,,,,كيس,gm
Shahrazad Peas - 400 gm,Vegetables & Fruits,Shahrazad,400gm,1,,,,كيس,gm
علبه مواويل,Bakery,,,1,,,,علبه,
شنطه بلاستيك فينوس صغيره,Furniture,فينوس,,1,صغيره,,,بلاستيك,صغيره
فريش فارم لانشون بيف زيتون رول 250جم,Beef & Processed Meat,فريش فارم,250جم,1,,,,عبوة,جم
Bathroom Cleaner - 600 Ml,Cleaning Supplies,,600Ml,1,,,,عبوة,Ml
خل روز جاردن,"Sauces, Dressings & Condiments",روز جاردن,,1,,,,عبوة,
اكواز ذرة كاملة 450 جم من فالي دل سولي,Vegetables & Fruits,فالي دل سولي,450جم,1,,,,عبوة,جم
Almarai Yogurt Peach 100g,Dairy & Eggs,Almarai,100gm,1,,,,عبوة,gm
لحم عجين,Beef & Processed Meat,,,1,,,,عبوة,
Haribo Jelly Worms 100g ,"Chocolates, Sweets & Desserts",Haribo,100gm,1,,,,عبوة,gm
حدائق كاليفورنيا قطع وسيقان فطر معلبة 425 جم,"Tins, Jars & Packets",حدائق كاليفورنيا,425جم,1,,,,عبوة,جم
دوريتوس فلفل حلو عائلى 76,Chips & Crackers,دوريتوس,76ج,1,,,,كيس,ج
Super Clean't All -All Purpose Cleaner Forest Freshness- 660 Ml - 1pcs,Cleaning Supplies,Super Clean't All,660 Ml,1,,,,عبوة,Ml
اليمنى بن ساده 100ج,"Tea, Coffee & Hot Drinks",اليمنى,100ج,1,,,,علبة,ج
شتورا سمبوسك لحمه رقائق320 جم,Bakery,شتورا,320جم,1,,,,,جم
شمعدان نواعم تسويق بسكويت ,Biscuits & Cakes,شمعدان,,1,,,,باكو,
المتحدة فيلية مجمد 900 جم,Poultry,المتحدة,900جم,1,,,,عبوة,جم
Taste Burger Beef 400 gm,Beef & Processed Meat,Taste,400gm,1,,,,عبوة,gm
"Chicketita Pane Chicken Burger, Spicy - 1 kg",Poultry,Chicketita,1kg,1,,,,عبوة,kg
نستلة مياه جالون 18.9 لتر مياه فق,Water,نستلة,18.9لتر,1,,,,زجاجة,لتر
Zamzam Basmati Rice - 1kg,"Rice, Pasta & Pulses",Zamzam,1kg,1,,,,كيس,kg
فشار توب اوف ذا بوب بالزبدة - 100 جم,Chips & Crackers,توب اوف ذا بوب,100جم,1,,,,أكياس,جم
CHICKETITA CHICKEN STRIPS 400G,Poultry,CHICKETITA,400G,1,,,,عبوة,G
بيك رولز حلو خل وملح 48جم,Chips & Crackers,بيك رولز,48جم,1,,,,كيس,جم
COMFORT BLUE 20% POFF MEGA KF2L ,Cleaning Supplies,COMFORT,2L,1,,,,عبوة,L
Doritos Sweet Chili Pepper 45g,Chips & Crackers,Doritos,45g,1,,,,كيس,g
+مج زجاج بالغطاء |-8238	,Furniture,,,1,,,,زجاج,
ماكفتيز بسكريم كوكيز,Biscuits & Cakes,ماكفتيز بسكريم,,1,,,,باكو,
6.00 3.00 طحينة 2.0,"Sauces, Dressings & Condiments",,,2,,3,6,عبوة,
بيكاجريل خبز محمص بالثوم والبقدونس 75 جرام,Bakery,بيكاجريل,75جرام,1,,,,,جرام
Dettol Pine Antibacterial Power Floor Cleaner 1.8Litre,Cleaning Supplies,Dettol,1.8 Litre,1,,,,عبوة,Litre
حواء مكرونه اسباجتى 400جم ,"Rice, Pasta & Pulses",حواء,400جم,1,,,,كيس,جم
Taste Cordon Bleu 2 pieces,Poultry,Taste,,2,,,,عبوة,
بريك ريزو 20 جم علبه,Sweets & Desserts,بريك ريزو,20جم,1,,,,علبه,جم
الضحي زعتر ملاحه 20جم,Cooking Ingredients,الضحي,20جم,1,,,,كيس,جم
صن بايتس طماطم متبلة ٦٢ ج 3.00 1,Chips & Crackers,صن بايتس,62ج,1,,3,3,كيس,ج
Wheat Germ Miracle - 350gm,Bakery,,350gm,1,,,,كيس,gm
زيت حار بذرة الكتان توب فاليو - 250 مل,Cooking Ingredients,توب فاليو,250مل,1,,,,عبوة,مل
Tolido Light Meat Tuna 185g,"Tins, Jars & Packets",Tolido ,185جم,1,,,,علبة,جم
Nestle Pure Life Water - 0.33 Liter,Water,Nestle,0.33 Liter,1,,,,زجاجة,Liter
ريزو صوص 430 جرام - لافيدا,"Sauces, Dressings & Condiments",لافيدا,430جرام,1,,,,عبوة,جرام
Water Flo 600ml,Water,Flo,600مل,1,,,,زجاجة,مل
اولكر بسكريم بسكو,Biscuits & Cakes,اولكر بسكريم,,1,,,,باكو,
ميلك مان حليب بقرى مبستر ,Dairy & Eggs,ميلك مان,,1,,,,عبوة,
علبه ,Bakery,,,1,,,,علبه,
دامفى خبز توست ردة 500جم,Bakery,دامفى,500جم,1,,,,كيس,جم
رقائق التورتيلا توستيتوس كريسبي راوندز,Chips & Crackers,توستيتوس,,1,,,,كيس,
مولتو ماجنم كرواسون ,Bakery,مولتو,,1,,,,كيس,
شيبسى سوبر الملك شطة و ليمون52 - 56 GRM,Chips & Crackers,شيبسى,52-56GRM,1,,,,أكياس,GRM
فريسكا بلوك ,Biscuits & Cakes,فريسكا,,1,,,,باكو,
Betty Pan bread ,Bakery,Betty,,1,,,,عبوة,
POPZ PAPRIKA MICROWAVE POPCORN 85G,Chips & Crackers,POPZ,85G,1,,,,كيس,G
مشروب زبادو مانجو 44-مل ,Soft Drinks & Juices,,440مل,1,,,,زجاجة,مل
تايجر جامبو باربكيو,Chips & Crackers,تايجر,,1,,,,كيس,
كانز,Soft Drinks & Juices,,,1,,,,كانز,
Happy Food Luncheon Chicken 340g,Beef & Processed Meat,Happy Food,340g,1,,,,عبوة,g
مكفتيز بسكويت  شوكو دارك ,Biscuits & Cakes,مكفتيز,,1,,,,باكو,
 مياه معدنيه صغيره,Water,,,1,,,,زجاجة,
اكوا فينا مياه طبى,Water,اكوا فينا,,1,,,,زجاجة,
Dried Onion 250g,Cooking Ingredients,,250gm,1,,,,عبوة,gm
كريستال زيت  ذره ,Cooking Ingredients,كريستال,,1,,,,عبوة,
فرخة مشوية,Poultry,,,1,,,,عبوة,
ريتش برجر 1 كيلو,Beef & Processed Meat,ريتش,1كيلو,1,,,,عبوة,كيلو
امريكان ايجلز مشروب بذور الريحان 290 مل توت,Soft Drinks & Juices,امريكان ايجلز,290مل,1,,,,عبوة,مل
سائل فانيش لإزالة بقع الأقمشة - 900 مل - 3 قطع,Cleaning Supplies,فانيش,900مل,3,,,,عبوة,مل
جالاكسى ميلك 36ج,"Chocolates, Sweets & Desserts",جالاكسى,36جم,1,,,,عبوة,جم
Local Beef Tail 1pc,Beef & Processed Meat,,,1,,,,عبوة,
كاتشب 285ج هاينز ,"Sauces, Dressings & Condiments",هاينز,285جم,1,,,,عبوة,جم
كوفى ميكس2*1 بونجورنو ,"Tea, Coffee & Hot Drinks",بونجورنو,,1,,,,عبوة,
بطاطس فراخ 29 جم تايحر,Chips & Crackers,تايحر,29جم,1,,,,كيس,جم
American Garden Original BBQ Sauce - 510ml,"Sauces, Dressings & Condiments",American Garden,510ml,1,,,,عبوة,ml
احمد تى شاى بالفانيليا 20فتله,"Tea, Coffee & Hot Drinks",احمد تى,,20,,,,علبة,
Al Karamah Gollash 400g,Bakery,Al Karamah,400g,1,,,,عبوة,g
لمار عصير اناناس,Soft Drinks & Juices,لمار,,1,,,,زجاجة,
Taste Cordon Bleu 2 pieces,Poultry,Taste,,2,,,,عبوة,
نسكويك مشروب شيكو 34.25 1 34.25,"Tea, Coffee & Hot Drinks",نسكويك,,1,,34.25,34.25,علبة,
هديه زيت قلى 4.5لتر,Cooking Ingredients,هديه,4.5لتر,1,,,,عبوة,لتر
Louisiana Red hot Sauce – 88ml,"Sauces, Dressings & Condiments",Louisiana,88ml,1,,,,عبوة,ml
SMALL WATER BOTTLE,Water,,,1,,,,زجاجة,
داونى حدائق الاحلام 1لتر],Cleaning Supplies,داونى,1لتر,1,,,,عبوة,لتر
Farm Fresh Green Olive - 1kg,Vegetables & Fruits,Farm Fresh,1kg,1,,,,كيس,kg
تي تي فانيليا 1ح,"Tins, Jars & Packets",,,1,,,,علبة,
بيك وان 4 اصبع ويفر شوكو 31ج,Biscuits & Cakes,بيك وان,31جم,1,,,,عبوة,جم
جبنة رومي قديمة قاتيلو - 454 جم,Dairy & Eggs,قاتيلو,454جم,1,,,,,جم
كوكاكولا زيرو غازيه زجاج غير مرتجع,Soft Drinks & Juices,كوكاكولا,,1,,,,زجاج,
مكفتيز دايجستيف بسطويت شو,Biscuits & Cakes,مكفتيز دايجستيف,,1,,,,باكو,
Yamama White Vinegar 1Litre,"Sauces, Dressings & Condiments",Yamama,1Liter,1,,,,عبوة,Liter
سولا حلوى اكلير كيس - 120 قطعة,"Chocolates, Sweets & Desserts",سولا,,120,,,,عبوة,
بيبسى كانز,Soft Drinks & Juices,بيبسي,,1,,,,كانز,
Dasani Mineral Water,Water,Dasani,,1,,,,,
تايجر شبسى طماطم 190ج,Chips & Crackers,تايجر,190ج,1,,,,كيس,ج
زجاجه مياه 1 لتر ,Water,,1لتر,1,,,,زجاجة,لتر
اللحيمى بقير مدخن ,Beef & Processed Meat,اللحيمى,,1,,,,عبوة,
الشمعدان كتاكيتو ,Biscuits & Cakes,الشمعدان,,1,,,,باكو,
بيريل كانز 330 مل,Soft Drinks & Juices,بيريل,330مل,1,,,,كانز,مل
موكاتى كابنشينو جولد انواع 12.5جرام,"Tea, Coffee & Hot Drinks",موكاتى,12.5جم,1,,,,عبوة,جم
رانى عصير خوخ / مانجو 1 لتر,Soft Drinks & Juices,رانى,1لتر,1,,,,زجاجة,لتر
امريكانا فول مدمس ساده 400جم,"Tins, Jars & Packets",امريكانا,400جم,1,,,,علبة,جم
جنرال 3لتر انواع خصم 5ج,Cleaning Supplies,جنرال,3لتر,1,,,,عبوة,لتر
روستو حبش أطياب رومي 150.00 0.155 23.25,Poultry,روستو,0.155,1,,23.25,150,عبوة,
